"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"A1V1JNPU0KOA3X","cs_wg_v3_real2","3T111IHZ5ERDTNHPGJLPWJSBB0KR9W","114081","3209260","Male","727","No","In part 2 I tried to remember the words from part 1 and prepare myself to answer the question before going on the timer.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 20:20:43","516"
"A23TQQBMP0WE0X","cs_wg_v3_real2","382M9COHEHGM4B0NSOWGT8G69W4EUX","98065","2619898","Female","760","No","In part 2 I just tried my best to think of words. 

I would like to see a list of the words to know what I forgot",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 20:26:19","517"
"A11R8G0FYA2UVQ","cs_wg_v3_real2","3TDXMTX3CBVDI5C8SPO4YH0IY4F6IK","293954","3358410","Female","734","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 20:37:42","518"
"A1YC558J4E5KZ","cs_wg_v3_real2","3TE3O8573092T3WQVA6AMWKX5UAR24","94226","2363341","Male","708","No","Trying to remember any words from Part 1",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 20:41:01","519"
"A1R4KVYEV07CAJ","cs_wg_v3_real2","39PAAFCODM1O697KN9VGOGIQQD0TVR","74471","1948604","Male","740","No","Just to try and even remember the words from part one so i had enough choices to not enter two in a row.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 21:14:40","520"
"A28HYRF3QXFAXL","cs_wg_v3_real2","3HWRJOOET536PY8J3J1GE7YIOZJESH","263379","5336882","Male","739","No","Once I realized how little time I had to answer, my strategy was to have a fairly good answer before advancing to the question...and I counted on my fingers a lot.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 21:16:45","521"
"AYH6G17Q8FY3B","cs_wg_v3_real2","358UUM7WRZ49F4TW1MN5IN15GAWR7K","61240","2052374","Female","726","No","strategy was just to remember the words",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 21:18:08","522"
"A1EAEZ7VIHKQ2","cs_wg_v3_real2","3PIWWX1FJJ7L1BBLUQ3TJMKNXO2JJR","74369","2294217","Female","729","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 21:18:46","523"
"A40LU73SS18IW","cs_wg_v3_real2","31LM9EDVOLTHK1269OVLCT14687JNV","104891","2573441","Female","755","No","I was running out of time for the HIT so I tried to think of words first and then run the timer. But then I realized this was taking MORE time, so I just tried to hurry. I had to submit the HIT without the code as it would have expired a few minutes ago. I will send you a message with the code.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 21:32:50","524"
"A11W7R2O4RQSSS","cs_wg_v3_real2","3TS1AR6UQQFCCEONARNB1YNMDLQF7G","74301","2621158","Female","687","No","my strategy in part two was to come up with my word during the instructions page while I had time. I don't think it said I couldn't do that. Besides, it was hard not to do while sitting there reading out all the rules I had to play by for that trial. I enjoyed the study very much. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 22:06:35","525"
